economy_code,heading_code,ppp,nominal_expenditure,published_real_expenditure,calculated_real_expenditure,relative_error,tolerance,status
AGO,9100000,203.688735961914,20147.0513520795,98.9109744185688,98.91097441856884698673574717,0.0000000000000004750406719110135949830332554,0.005,PASS
AGO,9110000,200.815002441406,330.274276759479,1.64466933617595,1.644669336175950076657711960,0.00000000000000004660980190597960133345788186,0.005,PASS
AGO,9120000,39.7875747680664,202.969577672558,5.10133072587932,5.101330725879322880165592428,0.0000000000000005645910346131388710234964678,0.005,PASS
AGO,9140000,169.090698242188,785.397795164051,4.64483146221993,4.644831462219929790743897951,0.00000000000000004505138749404463286173692472,0.005,PASS
AIA,1000000,2.09651613235474,0.81264,0.387614475013492,0.3876144750134923555807457635,0.0000000000000009173567260384768217241857924,0.005,PASS
AIA,1101000,3.96863055229187,0.147122216137522,0.0370712804326317,0.03707128043263171587359381420,0.0000000000000004281911395816637396347665226,0.005,PASS
AIA,1102000,2.3699471950531,0.0268668840446793,0.0113364905769883,0.01133649057698829123083559747,0.0000000000000007735343087860311420794997027,0.005,PASS
AIA,1102100,3.66745066642761,0.0262077755191076,0.00714604718722394,0.007146047187223943631440022611,0.0000000000000005081746492107510581228050332,0.005,PASS
AIA,1102200,1.39384078979492,0.000659108525571726,0.000472872174783106,0.0004728721747831060573313537411,0.0000000000000001212407005495647539527934748,0.005,PASS
AIA,1103000,3.85715389251709,0.0355443257433025,0.00921516919826787,0.009215169198267868374505516863,0.0000000000000001763933410406111911452123812,0.005,PASS
AIA,1105000,2.68807077407837,0.0448154420825746,0.0166719725219809,0.01667197252198093260227989604,0.000000000000001955514253220849347692831941,0.005,PASS
AIA,1107000,2.85737133026123,0.184651191728527,0.0646227495086001,0.06462274950860012973737942142,0.0000000000000004601688979120658037161734024,0.005,PASS
AIA,1108000,2.1088433265686,0.033445826913331,0.0158597969284671,0.01585979692846708872410259526,0.0000000000000007109736307216293896477516684,0.005,PASS
AIA,1111000,1.99485623836517,0.0464117964995354,0.0232657349471814,0.02326573494718141767634373345,0.0000000000000007597586654184528898515819856,0.005,PASS
AIA,9020000,2.18379092216492,0.798874906857809,0.365820234322541,0.3658202343225410325959430529,0.00000000000000008910371815070348909118555188,0.005,PASS
