economy_code,economy_name,check,measure_basis,reported_value,derived_value,difference,relative_error,tolerance,status,missing_heading_codes
MAR,Morocco,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MDA,Moldova,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,10.527000020576,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MDA,Moldova,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MDA,Moldova,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MDG,Madagascar,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1825.06815695212,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MDG,Madagascar,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MDG,Madagascar,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MDV,Maldives,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1.14384202493521,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MDV,Maldives,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MDV,Maldives,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MEX,Mexico,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,418.184452,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MEX,Mexico,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MEX,Mexico,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MKD,North Macedonia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,25.0399362614159,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MKD,North Macedonia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MKD,North Macedonia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MLI,Mali,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,123.881523034282,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MLI,Mali,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MLI,Mali,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MLT,Malta,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.2694913616526,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MLT,Malta,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MLT,Malta,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MNE,Montenegro,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.2685572370763,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MNE,Montenegro,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MNE,Montenegro,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MNG,Mongolia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1431.83656737335,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MNG,Mongolia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MNG,Mongolia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MOZ,Mozambique,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,33.8333792228699,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MOZ,Mozambique,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MOZ,Mozambique,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MRT,Mauritania,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.524270665622615,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MRT,Mauritania,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MRT,Mauritania,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MSR,Montserrat,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.00455105035598721,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MSR,Montserrat,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MSR,Montserrat,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MUS,Mauritius,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,31.53997955,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MUS,Mauritius,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MUS,Mauritius,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MWI,Malawi,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,202.234714288982,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MWI,Malawi,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MWI,Malawi,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
MYS,Malaysia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,16.8335975921002,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
MYS,Malaysia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
MYS,Malaysia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NAM,Namibia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,17.0382653273143,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NAM,Namibia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NAM,Namibia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NER,Niger,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,39.5762200485463,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NER,Niger,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NER,Niger,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NGA,Nigeria,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,530.201468397639,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NGA,Nigeria,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NGA,Nigeria,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NIC,Nicaragua,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,16.094052008319,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NIC,Nicaragua,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NIC,Nicaragua,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NLD,Netherlands,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,12.127,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NLD,Netherlands,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NLD,Netherlands,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NOR,Norway,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,66.7038690795652,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NOR,Norway,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NOR,Norway,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NPL,Nepal,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,179.529673171253,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NPL,Nepal,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NPL,Nepal,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
NZL,New Zealand,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,11.0516157729948,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
NZL,New Zealand,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
NZL,New Zealand,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
OMN,Oman,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.132944707816982,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
OMN,Oman,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
OMN,Oman,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PAK,Pakistan,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,481.927197118862,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PAK,Pakistan,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PAK,Pakistan,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PAN,Panama,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.878586,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PAN,Panama,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PAN,Panama,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PER,Peru,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,11.79,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PER,Peru,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PER,Peru,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PHL,Philippines,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,301.917111632717,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PHL,Philippines,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PHL,Philippines,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
POL,Poland,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,95.2574119166443,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
POL,Poland,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
POL,Poland,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PRT,Portugal,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,4.6784471055298,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PRT,Portugal,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PRT,Portugal,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PRY,Paraguay,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,6100.52795951726,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PRY,Paraguay,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PRY,Paraguay,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
PSE,West Bank and Gaza,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,2.62614642850248,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
PSE,West Bank and Gaza,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
PSE,West Bank and Gaza,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
QAT,Qatar,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,2.08493467964193,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
QAT,Qatar,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000|1113000
QAT,Qatar,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1113000|1104000|1106000|1109000|1110000|1112000
ROU,Romania,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,41.8661,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
ROU,Romania,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
ROU,Romania,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
RWA,Rwanda,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,603.727675692563,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
RWA,Rwanda,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
